Date,Year,Pasture,Patch,Pasture_Patch,Pasture_Patch_Year,Pasture_Patch_Year_Transect,Robel.N,Robel.E,Robel.S,Robel.W,WSG,CSG_FEAR,CSG,FEAR,CHEAT,Forbs,Legumes,Woody,Bare,Litter,Litter_dep,Panic,Seed_mix_forbs,Seed_cover_total,Sedges,SDV,TALLEST,LIT_2,LIT_3,Angle_of_O,Violets
,2011,LTR,W,LTR_W,LTR_W_2011,LTR_W_2011,4,3,2,2,86,.,1,3,.,3,3,0,0,63,.,.,.,,0,,,,,,0
,2011,LTR,W,LTR_W,LTR_W_2011,LTR_W_2011,1,1,1,1,16,.,1,0,.,3,63,0,3,38,.,.,.,,0,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,12,14,12,12,0,.,86,0,.,63,0,38,86,38,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,12,13,11,14,3,.,16,0,.,86,63,38,38,63,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,9,12,13,13,0,.,86,0,.,38,0,0,38,63,.,.,.,,0,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,11,10,10,12,38,.,3,0,.,86,3,16,63,38,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,13,10,9,11,3,.,16,0,.,86,0,63,16,63,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,11,8,10,11,63,.,16,0,.,63,0,38,16,86,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,11,9,9,10,63,.,1,0,.,86,3,63,16,63,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,9,9,11,9,16,.,16,0,.,86,16,63,16,63,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,10,8,11,9,38,.,16,0,.,86,16,38,16,63,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,8,10,9,10,16,.,63,0,.,63,38,16,16,86,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,9,10,8,10,16,.,38,0,.,98,0,38,38,38,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,9,9,8,10,3,.,16,0,.,86,3,38,86,16,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,8,9,8,10,63,.,16,0,.,86,0,38,38,63,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,9,8,9,9,63,.,16,0,.,63,0,3,16,86,.,.,.,,63,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,8,10,10,7,63,.,3,0,.,63,0,38,16,86,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,9,8,8,8,38,.,63,0,.,63,0,38,16,63,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,8,7,8,10,16,.,63,0,.,63,38,3,38,63,.,.,.,,63,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,8,8,8,9,63,.,16,0,.,86,16,38,16,86,.,.,.,,63,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,8,9,7,8,63,.,3,0,.,86,16,63,86,16,.,.,.,,0,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,7,8,8,8,16,.,16,38,.,86,16,16,16,86,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,7,7,8,9,38,.,16,0,.,86,63,16,38,63,.,.,.,,86,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,10,8,6,7,86,.,16,0,.,63,16,16,16,63,.,.,.,,0,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,7,8,8,7,3,.,16,0,.,86,0,0,3,86,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,7,7,7,8,86,.,16,0,.,38,0,3,16,86,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,8,8,6,7,86,.,3,0,.,63,16,63,3,86,.,.,.,,98,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,6,7,9,6,63,.,38,0,.,63,16,0,3,86,.,.,.,,38,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,5,6,9,8,63,.,3,0,.,0,38,38,16,86,.,.,.,,38,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,7,6,7,7,38,.,16,0,.,86,0,38,38,63,.,.,.,,38,,,,,,0
,2011,PAW,E,PAW_E,PAW_E_2011,PAW_E_2011,5,8,5,6,63,.,0,0,.,86,38,38,16,63,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,14,14,14,13,86,.,0,0,.,38,0,0,1,98,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,11,11,12,12,38,.,63,0,.,63,0,0,16,86,.,.,.,,63,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,10,13,10,8,63,.,1,0,.,86,0,0,16,38,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,11,10,9,9,16,.,3,0,.,86,0,63,1,63,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,10,9,8,10,16,.,3,0,.,98,0,3,3,86,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,10,9,9,9,63,.,0,0,.,63,0,0,1,86,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,10,9,8,9,63,.,16,0,.,86,0,0,3,38,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,10,8,10,8,16,.,1,0,.,98,0,63,3,86,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,9,9,8,9,16,.,38,0,.,86,0,0,3,98,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,9,9,8,8,86,.,0,0,.,63,0,3,3,86,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,8,9,8,63,.,3,0,.,86,3,3,38,63,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,9,8,8,86,.,1,0,.,63,0,0,16,86,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,8,9,8,86,.,3,0,.,63,0,0,1,63,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,7,8,9,8,63,.,16,0,.,63,3,0,3,86,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,9,16,.,3,0,.,63,16,0,3,86,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,8,63,.,3,0,.,86,16,16,16,63,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,7,8,9,7,16,.,1,0,.,86,3,16,38,38,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,7,8,9,7,63,.,0,0,.,86,0,16,38,63,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,7,38,.,0,0,.,86,0,3,16,38,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,7,38,.,3,0,.,86,16,0,3,63,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,8,7,7,7,16,.,0,38,.,86,0,63,16,86,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,7,8,6,7,63,.,38,0,.,16,0,0,16,86,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,7,6,7,6,63,.,3,0,.,0,86,0,3,86,.,.,.,,98,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,6,6,6,7,38,.,16,0,.,86,0,16,16,63,.,.,.,,63,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,4,7,8,6,38,.,0,0,.,86,63,3,16,63,.,.,.,,0,,,,,,16
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,6,6,7,6,63,.,3,0,.,63,3,0,1,16,.,.,.,,3,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,6,5,6,7,63,.,3,0,.,86,3,16,16,63,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,4,5,7,8,86,.,1,0,.,63,3,0,3,63,.,.,.,,0,,,,,,0
,2011,PAW,S,PAW_S,PAW_S_2011,PAW_S_2011,6,5,6,5,86,.,0,0,.,63,16,0,3,86,.,.,.,,0,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,10,10,10,86,.,0,0,.,63,0,0,16,86,.,.,.,,0,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,9,11,8,38,.,1,0,.,86,16,0,3,63,.,.,.,,0,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,10,9,9,63,.,63,0,.,16,0,0,1,98,.,.,.,,16,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,6,10,10,9,38,.,16,0,.,38,0,0,16,86,.,.,.,,98,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,8,10,8,16,.,16,0,.,86,0,16,16,63,.,.,.,,86,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,9,8,9,86,.,3,0,.,63,0,0,16,63,.,.,.,,98,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,8,9,10,7,16,.,3,0,.,86,0,63,38,16,.,.,.,,98,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,7,8,9,86,.,0,0,.,63,0,0,16,86,.,.,.,,0,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,7,9,9,8,63,.,16,0,.,86,0,0,38,38,.,.,.,,98,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,10,8,8,7,38,.,16,0,.,86,16,0,86,16,.,.,.,,86,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,7,7,9,9,63,.,3,0,.,86,0,38,3,86,.,.,.,,86,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,8,9,8,7,63,.,0,0,.,86,0,38,3,63,.,.,.,,0,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,8,8,7,38,.,98,0,.,3,1,16,86,16,.,.,.,,0,,,,,,38
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,7,10,7,8,16,.,3,0,.,86,0,0,63,38,.,.,.,,0,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,7,7,8,9,63,.,1,0,.,86,16,3,16,63,.,.,.,,98,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,8,8,7,8,16,.,16,0,.,86,0,0,63,38,.,.,.,,38,,,,,,16
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,7,7,8,8,63,.,0,0,.,86,3,3,16,63,.,.,.,,3,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,6,7,9,8,38,.,0,0,.,86,16,3,3,86,.,.,.,,0,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,7,7,7,1,.,3,0,.,86,0,16,86,16,.,.,.,,98,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,8,8,6,8,3,.,86,0,.,38,0,0,0,86,.,.,.,,16,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,8,7,7,8,38,.,1,0,.,86,0,0,16,63,.,.,.,,0,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,6,8,8,7,86,.,3,0,.,63,0,16,16,63,.,.,.,,0,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,6,7,9,7,63,.,38,0,.,63,0,16,3,86,.,.,.,,63,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,6,7,7,8,86,.,16,0,.,86,63,16,63,38,.,.,.,,98,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,9,7,5,7,16,.,3,0,.,86,3,16,38,63,.,.,.,,98,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,6,7,5,8,63,.,16,0,.,86,63,0,16,38,.,.,.,,0,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,6,7,7,6,16,.,0,0,.,86,3,0,3,86,.,.,.,,0,,,,,,3
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,4,6,7,8,63,.,16,0,.,63,3,0,16,86,.,.,.,,63,,,,,,0
,2011,PAW,W,PAW_W,PAW_W_2011,PAW_W_2011,5,8,5,6,38,.,3,0,.,63,0,3,3,86,.,.,.,,16,,,,,,3
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,8,8,8,7,38,.,0,0,.,38,0,0,0,98,.,.,.,,0,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,8,8,6,7,38,.,0,3,.,38,0,0,0,86,.,.,.,,38,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,5,7,6,5,0,.,63,3,.,38,0,0,0,86,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,6,6,5,0,.,16,63,.,16,16,0,0,63,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,6,6,5,3,.,86,38,.,38,0,0,0,86,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,7,4,4,5,63,.,3,1,.,63,0,0,0,98,.,.,.,,38,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,4,7,4,4,0,.,16,63,.,3,3,0,38,38,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,4,4,5,5,0,.,38,86,.,0,38,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,8,4,3,3,16,.,3,38,.,16,16,0,0,63,.,.,.,,38,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,4,5,5,4,0,.,16,63,.,3,3,0,0,38,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,4,6,4,3,63,.,0,38,.,63,3,0,0,86,.,.,.,,0,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,4,4,5,3,.,3,86,.,38,16,0,0,86,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,5,2,5,4,0,.,16,86,.,38,0,0,0,98,.,.,.,,0,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,5,4,4,3,0,.,3,86,.,0,0,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,5,3,4,3,38,.,16,16,.,3,3,0,0,38,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,4,3,4,4,0,.,16,98,.,3,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,4,3,5,2,0,.,86,16,.,0,0,0,0,38,.,.,.,,0,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,5,16,.,16,63,.,38,16,0,0,86,.,.,.,,38,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,4,3,3,0,.,3,86,.,0,38,0,0,86,.,.,.,,0,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,4,3,86,.,3,3,.,3,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,4,4,2,0,.,16,86,.,3,16,0,0,63,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,4,63,.,38,16,.,16,38,0,0,38,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,3,0,.,3,86,.,3,16,0,0,86,.,.,.,,0,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,3,63,.,3,16,.,16,3,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,3,3,.,38,38,.,16,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,3,3,.,16,63,.,3,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,2,3,3,38,.,3,38,.,16,38,0,0,86,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,2,0,.,16,63,.,0,3,0,0,63,.,.,.,,3,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,2,2,3,63,.,3,16,.,38,3,0,0,0,.,.,.,,0,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,2,2,38,.,3,38,.,16,3,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,1,2,2,1,3,.,3,16,.,63,16,0,3,38,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,6,5,5,0,.,16,38,.,63,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,5,4,4,7,0,.,3,86,.,38,0,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,5,4,4,3,.,16,38,.,16,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,4,5,3,3,.,3,3,.,16,0,0,0,0,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,4,5,3,38,.,16,38,.,16,0,0,0,63,.,.,.,,38,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,4,4,3,.,38,63,.,16,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,5,4,3,3,3,.,0,3,.,38,3,0,0,63,.,.,.,,86,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,3,4,3,.,16,38,.,16,38,0,0,63,.,.,.,,38,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,4,3,3,16,.,16,86,.,3,16,0,0,63,.,.,.,,3,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,5,3,2,3,0,.,3,63,.,16,16,16,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,4,3,0,.,3,63,.,16,38,0,0,38,.,.,.,,3,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,4,2,38,.,0,38,.,3,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,3,3,16,.,16,16,.,3,16,0,0,38,.,.,.,,63,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,3,2,16,.,16,16,.,38,3,0,0,63,.,.,.,,38,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,2,3,3,3,.,3,16,.,3,3,0,0,63,.,.,.,,38,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,3,2,5,63,.,3,16,.,16,16,0,0,0,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,2,3,0,.,16,16,.,16,16,0,0,63,.,.,.,,63,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,3,2,63,.,3,16,.,3,38,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,3,3,3,.,38,3,.,63,3,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,3,2,3,.,3,16,.,16,16,0,0,63,.,.,.,,63,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,3,.,16,16,.,38,38,0,0,86,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,3,.,0,38,.,86,3,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,0,.,0,38,.,63,16,0,0,38,.,.,.,,0,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,2,2,0,.,3,63,.,16,38,0,0,63,.,.,.,,3,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,1,3,3,3,0,.,3,38,.,16,38,0,16,16,.,.,.,,3,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,0,.,38,38,.,16,16,0,0,63,.,.,.,,38,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,2,2,3,38,.,3,3,.,3,16,0,0,38,.,.,.,,16,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,2,2,2,3,.,3,38,.,16,16,0,0,63,.,.,.,,38,,,,,,0
,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,2,2,2,63,.,3,3,.,38,16,0,0,63,.,.,.,,16,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,6,5,8,7,3,.,3,16,.,3,0,0,0,0,.,.,.,,86,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,5,8,5,3,3,.,16,63,.,63,16,0,3,0,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,4,6,4,6,3,.,16,63,.,38,3,0,0,0,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,6,3,5,0,.,16,86,.,38,3,0,0,0,.,.,.,,16,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,8,3,2,4,0,.,3,86,.,38,0,0,0,3,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,5,4,3,4,16,.,3,63,.,63,3,16,3,3,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,4,4,3,3,16,.,3,63,.,63,16,0,3,0,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,6,38,.,3,38,.,16,16,0,38,3,.,.,.,,16,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,4,2,3,3,86,.,16,3,.,38,38,0,3,0,.,.,.,,16,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,3,3,16,.,3,63,.,3,38,0,0,0,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,38,.,3,38,.,3,16,0,3,3,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,38,.,3,63,.,38,3,16,16,3,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,16,.,38,38,.,38,3,0,3,0,.,.,.,,16,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,16,.,3,38,.,3,38,0,3,0,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,63,.,16,38,.,16,3,0,16,3,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,16,.,16,63,.,3,16,0,16,0,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,2,38,.,3,38,.,38,38,0,16,0,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,3,.,0,3,.,3,63,0,3,0,.,.,.,,16,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,1,1,6,1,3,.,0,16,.,16,38,0,16,0,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,63,.,3,16,.,16,3,0,16,3,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,38,.,16,38,.,38,3,0,16,3,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,3,2,63,.,16,16,.,16,16,0,16,0,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,2,16,.,16,38,.,38,16,0,3,0,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,2,16,.,16,63,.,3,16,0,1,3,.,.,.,,0,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,1,16,.,16,38,.,16,3,0,16,1,.,.,.,,16,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,1,2,16,.,3,16,.,38,38,0,16,3,.,.,.,,3,,,,,,0
,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,1,1,63,.,0,3,.,3,16,0,16,1,.,.,.,,16,,,,,,0
