date,year,pasture,patch,pasture_patch,pasture_patch_year,pasture_patch_year_transect,robel_n,robel_e,robel_s,robel_w,wsg,csg_fear,csg,fear,cheat,forbs,legumes,woody,bare,litter,litter_dep,panic,seed_mix_forbs,seed_cover_total,sedges,sdv,tallest,lit_2,lit_3,angle_of_o,violets,avg_robel,sd_robel
NA,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,2,0,NA,16,63,NA,0,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,2,2,3,63,NA,3,16,NA,38,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,3,3,2,2,38,NA,3,38,NA,16,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYN,N,PYN_N,PYN_N_2011,PYN_N_2011,1,2,2,1,3,NA,3,16,NA,63,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,1.5,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,6,5,5,0,NA,16,38,NA,63,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,5,1.4142135623730951
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,5,4,4,7,0,NA,3,86,NA,38,0,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,5,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,5,4,4,3,NA,16,38,NA,16,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,4.25,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,4,5,3,3,NA,3,3,NA,16,0,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,4,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,4,5,3,38,NA,16,38,NA,16,0,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,3.75,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,4,4,3,NA,38,63,NA,16,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3.75,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,5,4,3,3,3,NA,0,3,NA,38,3,0,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,0,3.75,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,3,4,3,NA,16,38,NA,16,38,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,3.5,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,4,3,3,16,NA,16,86,NA,3,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.25,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,5,3,2,3,0,NA,3,63,NA,16,16,16,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3.25,1.4142135623730951
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,4,3,0,NA,3,63,NA,16,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.25,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,4,2,38,NA,0,38,NA,3,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3.25,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,3,3,16,NA,16,16,NA,3,16,0,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,0,3,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,3,3,2,16,NA,16,16,NA,38,3,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,3,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,4,2,3,3,3,NA,3,16,NA,3,3,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,3,1.4142135623730951
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,3,2,5,63,NA,3,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,2,3,0,NA,16,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,3,2,63,NA,3,16,NA,3,38,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,3,3,3,NA,38,3,NA,63,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.75,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,3,2,3,NA,3,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,3,NA,16,16,NA,38,38,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,3,NA,0,38,NA,86,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,0,NA,0,38,NA,63,16,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,3,2,2,0,NA,3,63,NA,16,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,1,3,3,3,0,NA,3,38,NA,16,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.5,1.4142135623730951
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,3,2,2,3,0,NA,38,38,NA,16,16,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,2,2,3,38,NA,3,3,NA,3,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,2,2,2,3,NA,3,38,NA,16,16,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYN,S,PYN_S,PYN_S_2011,PYN_S_2011,2,2,2,2,63,NA,3,3,NA,38,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,6,5,8,7,3,NA,3,16,NA,3,0,0,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,0,6.5,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,5,8,5,3,3,NA,16,63,NA,63,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,5.25,2.1213203435596424
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,4,6,4,6,3,NA,16,63,NA,38,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,5,1.4142135623730951
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,6,3,5,0,NA,16,86,NA,38,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,4.25,2.1213203435596424
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,8,3,2,4,0,NA,3,86,NA,38,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4.25,3.5355339059327378
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,5,4,3,4,16,NA,3,63,NA,63,3,16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,4,4,3,3,16,NA,3,63,NA,63,16,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3.5,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,6,38,NA,3,38,NA,16,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,4,2,3,3,86,NA,16,3,NA,38,38,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3,1.4142135623730951
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,3,3,16,NA,3,63,NA,3,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.75,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,38,NA,3,38,NA,3,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,38,NA,3,63,NA,38,3,16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,16,NA,38,38,NA,38,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,16,NA,3,38,NA,3,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,63,NA,16,38,NA,16,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,16,NA,16,63,NA,3,16,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,2,38,NA,3,38,NA,38,38,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,3,NA,0,3,NA,3,63,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,1,1,6,1,3,NA,0,16,NA,16,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,63,NA,3,16,NA,16,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,38,NA,16,38,NA,38,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,3,2,63,NA,16,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,2,16,NA,16,38,NA,38,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,2,16,NA,16,63,NA,3,16,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,1,16,NA,16,38,NA,16,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,1.75,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,1,2,16,NA,3,16,NA,38,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1.75,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,2,1,1,63,NA,0,3,NA,3,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,1.5,0
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,1,2,1,38,NA,0,3,NA,38,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1.5,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,2,1,1,1,16,NA,3,3,NA,3,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,1.25,0.7071067811865476
NA,2011,PYN,W,PYN_W,PYN_W_2011,PYN_W_2011,1,1,1,1,16,NA,0,16,NA,38,38,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,5,7,4,4,16,NA,16,38,NA,63,3,16,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,5,1.4142135623730951
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,4,4,4,5,0,NA,16,63,NA,3,0,16,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,4.25,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,4,5,4,3,1,NA,16,38,NA,16,16,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,4,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,6,3,3,4,3,NA,16,38,NA,38,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,4,2.1213203435596424
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,4,4,3,4,38,NA,16,63,NA,38,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3.75,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,4,4,2,5,0,NA,3,38,NA,63,16,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3.75,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,4,3,3,4,63,NA,3,3,NA,16,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.5,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,4,3,3,4,3,NA,16,63,NA,16,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.5,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,4,3,3,4,0,NA,3,63,NA,3,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.5,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,4,3,3,38,NA,16,63,NA,16,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.25,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,4,3,3,3,NA,16,38,NA,38,38,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,3.25,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,3,4,0,NA,16,38,NA,38,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.25,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,3,3,16,NA,16,16,NA,63,3,16,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,3,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,4,3,2,0,NA,1,63,NA,38,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,3,3,3,NA,0,63,NA,16,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,2,3,4,16,NA,3,63,NA,38,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,3,2,16,NA,3,16,NA,38,38,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,3,2,3,NA,16,86,NA,3,38,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,2,3,3,0,NA,0,63,NA,38,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.75,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,3,2,3,NA,3,63,NA,16,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,2,2,16,NA,3,38,NA,16,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,3,2,2,38,NA,0,16,NA,16,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,2,3,3,2,38,NA,3,16,NA,16,38,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,2,2,3,0,NA,3,63,NA,38,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,2,2,3,16,NA,3,38,NA,63,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.5,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,2,3,2,2,3,NA,0,63,NA,38,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,3,2,2,2,16,NA,1,3,NA,16,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,2,3,2,2,16,NA,16,16,NA,16,38,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,2,2,2,2,16,NA,3,38,NA,38,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYS,N,PYS_N,PYS_N_2011,PYS_N_2011,2,2,2,2,16,NA,16,38,NA,63,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,7,4,3,4,3,NA,16,16,NA,16,0,38,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,4.5,2.1213203435596424
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,4,5,4,3,3,NA,16,38,NA,16,3,38,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,4,0.7071067811865476
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,4,2,4,5,0,NA,3,16,NA,63,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.75,1.4142135623730951
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,5,4,3,3,38,NA,3,16,NA,16,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.75,0.7071067811865476
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,5,4,3,3,86,NA,3,16,NA,16,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3.75,0.7071067811865476
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,3,2,3,4,38,NA,3,38,NA,16,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3,0.7071067811865476
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,3,3,3,3,16,NA,3,3,NA,86,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,3,3,3,3,38,NA,16,16,NA,63,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,3,3,3,2,0,NA,16,63,NA,63,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,4,3,16,NA,3,3,NA,38,3,16,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.75,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,3,2,3,3,16,NA,3,3,NA,98,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.75,0.7071067811865476
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,1,3,3,3,0,NA,3,38,NA,38,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2.5,1.4142135623730951
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,3,3,16,NA,3,16,NA,86,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.5,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,3,2,16,NA,1,3,NA,86,3,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,3,3,NA,3,63,NA,38,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,3,0,NA,3,3,NA,86,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,1,2,3,3,3,NA,0,38,NA,38,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.25,0.7071067811865476
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,3,2,0,NA,1,38,NA,38,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,3,3,NA,3,38,NA,63,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2.25,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,16,NA,3,3,NA,63,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,0,NA,3,86,NA,38,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,0,NA,3,38,NA,63,16,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,3,NA,3,86,NA,16,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,3,NA,3,16,NA,86,3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,2,1,1,16,NA,3,3,NA,16,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1.5,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,1,1,2,2,0,NA,3,16,NA,63,16,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1.5,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,1,1,2,1,3,NA,0,16,NA,16,63,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1.25,0
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,2,1,1,1,3,NA,3,38,NA,16,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1.25,0.7071067811865476
NA,2011,PYS,S,PYS_S,PYS_S_2011,PYS_S_2011,1,1,1,1,16,NA,3,38,NA,38,38,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1,0
NA,2011,PYS,W,PYS_W,PYS_W_2011,PYS_W_2011,5,6,7,5,16,NA,3,38,NA,63,16,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,5.75,0.7071067811865476
NA,2011,PYS,W,PYS_W,PYS_W_2011,PYS_W_2011,5,5,3,3,38,NA,3,16,NA,38,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,4,0
NA,2011,PYS,W,PYS_W,PYS_W_2011,PYS_W_2011,4,4,4,3,3,NA,3,3,NA,63,3,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3.75,0
NA,2011,PYS,W,PYS_W,PYS_W_2011,PYS_W_2011,3,4,4,4,16,NA,3,16,NA,38,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3.75,0.7071067811865476
NA,2011,PYS,W,PYS_W,PYS_W_2011,PYS_W_2011,4,4,3,3,16,NA,1,16,NA,63,16,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,0,3.5,0
